neuron,primitive,iou,weight
25,marital-status:Married-civ-spouse,0.4700665188469024,0.14095857739448547
26,marital-status:Married-civ-spouse,0.4053691275167241,0.1725473403930664
26,workclass:Private,0.4053691275167241,0.1725473403930664
26,workclass:Federal-gov,0.4053691275167241,0.1725473403930664
27,education-num,0.4188034188033472,0.13323935866355896
27,education:Bachelors,0.4188034188033472,0.13323935866355896
27,workclass:Local-gov,0.4188034188033472,0.13323935866355896
28,marital-status:Never-married,0.42625607779571695,-0.23160262405872345
28,relationship:Not-in-family,0.42625607779571695,-0.23160262405872345
28,occupation:Other-service,0.42625607779571695,-0.23160262405872345
29,marital-status:Never-married,0.3746268656715859,-0.1641210913658142
29,education:Some-college,0.3746268656715859,-0.1641210913658142
29,marital-status:Separated,0.3746268656715859,-0.1641210913658142
30,marital-status:Married-civ-spouse,0.40926640926635655,0.1859022080898285
30,education:Bachelors,0.40926640926635655,0.1859022080898285
30,occupation:Machine-op-inspct,0.40926640926635655,0.1859022080898285
31,occupation:Prof-specialty,0.43193277310917105,0.13250447809696198
31,workclass:Self-emp-inc,0.43193277310917105,0.13250447809696198
31,workclass:Self-emp-not-inc,0.43193277310917105,0.13250447809696198
32,relationship:Husband,0.33938706015887177,0.20843960344791412
32,occupation:Transport-moving,0.33938706015887177,0.20843960344791412
32,workclass:Federal-gov,0.33938706015887177,0.20843960344791412
33,education-num,0.4972375690606819,0.1530311405658722
33,relationship:Wife,0.4972375690606819,0.1530311405658722
33,marital-status:Married-civ-spouse,0.4972375690606819,0.1530311405658722
34,occupation:Other-service,0.36297640653350943,-0.10359474271535873
34,occupation:Handlers-cleaners,0.36297640653350943,-0.10359474271535873
34,education:11th,0.36297640653350943,-0.10359474271535873
35,relationship:Own-child,0.32590529247906325,-0.17044857144355774
35,occupation:Craft-repair,0.32590529247906325,-0.17044857144355774
35,occupation:Farming-fishing,0.32590529247906325,-0.17044857144355774
36,occupation:Other-service,0.2911184210525837,-0.1998574286699295
36,education:10th,0.2911184210525837,-0.1998574286699295
36,workclass:Local-gov,0.2911184210525837,-0.1998574286699295
37,relationship:Husband,0.4165202108962361,0.15236444771289825
37,education-num,0.4165202108962361,0.15236444771289825
37,capital-gain,0.4165202108962361,0.15236444771289825
38,occupation:Other-service,0.3209076175039998,-0.07543759793043137
38,workclass:?,0.3209076175039998,-0.07543759793043137
38,occupation:Handlers-cleaners,0.3209076175039998,-0.07543759793043137
39,relationship:Husband,0.4401349072511905,0.144889235496521
39,education:HS-grad,0.4401349072511905,0.144889235496521
39,occupation:Craft-repair,0.4401349072511905,0.144889235496521
40,relationship:Own-child,0.35961272475790323,-0.13646560907363892
40,marital-status:Divorced,0.35961272475790323,-0.13646560907363892
40,marital-status:Separated,0.35961272475790323,-0.13646560907363892
41,workclass:?,0.3486590038313508,-0.25876978039741516
41,workclass:Local-gov,0.3486590038313508,-0.25876978039741516
41,education:10th,0.3486590038313508,-0.25876978039741516
42,relationship:Wife,0.31956912028719575,-0.1444215178489685
42,workclass:Self-emp-not-inc,0.31956912028719575,-0.1444215178489685
42,education:11th,0.31956912028719575,-0.1444215178489685
43,education:Some-college,0.3474088291745974,-0.22290053963661194
43,education:Assoc-voc,0.3474088291745974,-0.22290053963661194
43,marital-status:Married-civ-spouse,0.3474088291745974,-0.22290053963661194
44,native-country:United-States,0.3169856459329764,-0.1455630511045456
44,marital-status:Married-civ-spouse,0.3169856459329764,-0.1455630511045456
44,education-num,0.3169856459329764,-0.1455630511045456
45,workclass:?,0.3398692810456961,-0.13101188838481903
45,occupation:Handlers-cleaners,0.3398692810456961,-0.13101188838481903
45,occupation:Adm-clerical,0.3398692810456961,-0.13101188838481903
46,relationship:Own-child,0.37563451776643386,-0.10598361492156982
46,occupation:Farming-fishing,0.37563451776643386,-0.10598361492156982
46,workclass:?,0.37563451776643386,-0.10598361492156982
47,occupation:Other-service,0.387337057728047,-0.2050807923078537
47,occupation:Handlers-cleaners,0.387337057728047,-0.2050807923078537
47,occupation:Farming-fishing,0.387337057728047,-0.2050807923078537
48,education:Bachelors,0.48325358851666933,0.20373183488845825
48,workclass:Self-emp-not-inc,0.48325358851666933,0.20373183488845825
48,workclass:Self-emp-inc,0.48325358851666933,0.20373183488845825
49,relationship:Own-child,0.334128878281583,-0.1455501914024353
49,relationship:Not-in-family,0.334128878281583,-0.1455501914024353
49,occupation:Sales,0.334128878281583,-0.1455501914024353
50,education-num,0.48206599713049036,0.1731874793767929
50,education:Assoc-acdm,0.48206599713049036,0.1731874793767929
50,workclass:State-gov,0.48206599713049036,0.1731874793767929
51,occupation:Prof-specialty,0.5275735294116677,0.1660042107105255
51,education:Masters,0.5275735294116677,0.1660042107105255
51,capital-gain,0.5275735294116677,0.1660042107105255
52,occupation:Prof-specialty,0.3388704318936314,0.2181507796049118
52,education:Masters,0.3388704318936314,0.2181507796049118
52,workclass:Local-gov,0.3388704318936314,0.2181507796049118
53,education:HS-grad,0.44041450777194463,-0.1768694818019867
53,marital-status:Married-civ-spouse,0.44041450777194463,-0.1768694818019867
53,education:11th,0.44041450777194463,-0.1768694818019867
54,occupation:Craft-repair,0.35648148148142644,0.1366855800151825
54,capital-gain,0.35648148148142644,0.1366855800151825
54,relationship:Wife,0.35648148148142644,0.1366855800151825
55,relationship:Own-child,0.4965397923874573,-0.21611741185188293
55,occupation:Other-service,0.4965397923874573,-0.21611741185188293
55,education:9th,0.4965397923874573,-0.21611741185188293
56,marital-status:Never-married,0.3433734939758519,-0.10460914671421051
56,education-num,0.3433734939758519,-0.10460914671421051
56,occupation:Farming-fishing,0.3433734939758519,-0.10460914671421051
57,relationship:Unmarried,0.3499999999999485,-0.21707075834274292
57,relationship:Own-child,0.3499999999999485,-0.21707075834274292
57,native-country:Mexico,0.3499999999999485,-0.21707075834274292
58,marital-status:Married-civ-spouse,0.4147239263803172,0.0773467943072319
58,occupation:Adm-clerical,0.4147239263803172,0.0773467943072319
58,occupation:Sales,0.4147239263803172,0.0773467943072319
59,occupation:Exec-managerial,0.39703153988860906,0.2335463911294937
59,workclass:State-gov,0.39703153988860906,0.2335463911294937
59,workclass:Federal-gov,0.39703153988860906,0.2335463911294937
60,marital-status:Married-civ-spouse,0.3948787061994077,0.17240352928638458
60,education:HS-grad,0.3948787061994077,0.17240352928638458
60,native-country:?,0.3948787061994077,0.17240352928638458
61,relationship:Own-child,0.35472370766482086,-0.1826837658882141
61,occupation:Farming-fishing,0.35472370766482086,-0.1826837658882141
61,education:7th-8th,0.35472370766482086,-0.1826837658882141
62,relationship:Own-child,0.43793103448268306,-0.06194860115647316
62,education:Bachelors,0.43793103448268306,-0.06194860115647316
62,relationship:Husband,0.43793103448268306,-0.06194860115647316
63,relationship:Husband,0.38345864661649326,0.20041801035404205
63,marital-status:Divorced,0.38345864661649326,0.20041801035404205
63,education:HS-grad,0.38345864661649326,0.20041801035404205
