neuron,primitive,iou,weight
31,occupation:Machine-op-inspct,0.37799564270148384,0.13250447809696198
32,relationship:Husband,0.3216187433439487,0.20843960344791412
32,workclass:Federal-gov,0.3216187433439487,0.20843960344791412
33,marital-status:Married-civ-spouse,0.4166666666665877,0.1530311405658722
33,education-num,0.4166666666665877,0.1530311405658722
34,relationship:Own-child,0.3249999999999492,-0.10359474271535873
34,occupation:Other-service,0.3249999999999492,-0.10359474271535873
35,relationship:Own-child,0.28510638297868296,-0.17044857144355774
35,occupation:Craft-repair,0.28510638297868296,-0.17044857144355774
36,occupation:Other-service,0.24999999999995298,-0.1998574286699295
36,education:10th,0.24999999999995298,-0.1998574286699295
37,relationship:Husband,0.3731563421828358,0.15236444771289825
37,education:HS-grad,0.3731563421828358,0.15236444771289825
38,occupation:Other-service,0.28745644599298126,-0.07543759793043137
38,workclass:?,0.28745644599298126,-0.07543759793043137
39,relationship:Husband,0.4127465857359009,0.144889235496521
39,education:HS-grad,0.4127465857359009,0.144889235496521
40,relationship:Own-child,0.3305084745762245,-0.13646560907363892
40,marital-status:Divorced,0.3305084745762245,-0.13646560907363892
41,workclass:?,0.3081510934393026,-0.25876978039741516
41,workclass:Local-gov,0.3081510934393026,-0.25876978039741516
42,sex:Female,0.25649350649347874,-0.1444215178489685
42,workclass:Self-emp-not-inc,0.25649350649347874,-0.1444215178489685
43,relationship:Own-child,0.31029411764701315,-0.22290053963661194
43,relationship:Unmarried,0.31029411764701315,-0.22290053963661194
44,relationship:Unmarried,0.278335724533676,-0.1455630511045456
44,relationship:Own-child,0.278335724533676,-0.1455630511045456
45,workclass:?,0.2744680851063246,-0.13101188838481903
45,occupation:Handlers-cleaners,0.2744680851063246,-0.13101188838481903
46,relationship:Own-child,0.3327239488116393,-0.10598361492156982
46,occupation:Farming-fishing,0.3327239488116393,-0.10598361492156982
47,occupation:Other-service,0.3489278752435967,-0.2050807923078537
47,occupation:Handlers-cleaners,0.3489278752435967,-0.2050807923078537
48,education:Bachelors,0.4035369774918965,0.20373183488845825
48,workclass:Self-emp-not-inc,0.4035369774918965,0.20373183488845825
49,relationship:Own-child,0.3002114164904545,-0.1455501914024353
49,relationship:Not-in-family,0.3002114164904545,-0.1455501914024353
50,education-num,0.45490716180365315,0.1731874793767929
50,workclass:State-gov,0.45490716180365315,0.1731874793767929
51,occupation:Prof-specialty,0.4853556485354633,0.1660042107105255
51,education:Masters,0.4853556485354633,0.1660042107105255
52,occupation:Prof-specialty,0.3027522935779261,0.2181507796049118
52,education:Masters,0.3027522935779261,0.2181507796049118
53,education:HS-grad,0.3592057761732203,-0.1768694818019867
53,marital-status:Married-civ-spouse,0.3592057761732203,-0.1768694818019867
54,occupation:Craft-repair,0.3165829145728113,0.1366855800151825
54,capital-gain,0.3165829145728113,0.1366855800151825
55,relationship:Own-child,0.479930191971993,-0.21611741185188293
55,occupation:Other-service,0.479930191971993,-0.21611741185188293
56,marital-status:Never-married,0.30168269230765604,-0.10460914671421051
56,occupation:Farming-fishing,0.30168269230765604,-0.10460914671421051
57,relationship:Unmarried,0.3122238586155652,-0.21707075834274292
57,relationship:Own-child,0.3122238586155652,-0.21707075834274292
58,marital-status:Married-civ-spouse,0.38938053097340825,0.0773467943072319
58,occupation:Adm-clerical,0.38938053097340825,0.0773467943072319
59,occupation:Exec-managerial,0.33333333333327086,0.2335463911294937
59,workclass:State-gov,0.33333333333327086,0.2335463911294937
60,marital-status:Married-civ-spouse,0.3721244925574598,0.17240352928638458
60,education:HS-grad,0.3721244925574598,0.17240352928638458
61,relationship:Own-child,0.30645161290317086,-0.1826837658882141
61,occupation:Farming-fishing,0.30645161290317086,-0.1826837658882141
62,relationship:Own-child,0.4166666666666068,-0.06194860115647316
62,education:Bachelors,0.4166666666666068,-0.06194860115647316
63,relationship:Husband,0.3492753623187899,0.20041801035404205
63,education:HS-grad,0.3492753623187899,0.20041801035404205
