neuron,primitive,iou,weight
35,age,0.38228782287820057,0.16172386705875397
35,race:Black,0.38228782287820057,0.16172386705875397
36,marital-status:Never-married,0.5864884929472467,-0.20543067157268524
36,education:HS-grad,0.5864884929472467,-0.20543067157268524
37,marital-status:Never-married,0.5010337698138869,-0.10881707817316055
37,education:HS-grad,0.5010337698138869,-0.10881707817316055
38,marital-status:Married-civ-spouse,0.5307788944723284,0.12428296357393265
38,relationship:Not-in-family,0.5307788944723284,0.12428296357393265
39,age,0.5174278846153535,-0.16135698556900024
39,marital-status:Never-married,0.5174278846153535,-0.16135698556900024
40,age,0.5239379635872876,-0.2547806203365326
40,sex:Female,0.5239379635872876,-0.2547806203365326
41,marital-status:Never-married,0.6761984861227354,-0.11661899834871292
41,marital-status:Divorced,0.6761984861227354,-0.11661899834871292
42,sex:Female,0.5191585274229512,0.13412514328956604
42,marital-status:Never-married,0.5191585274229512,0.13412514328956604
43,education:HS-grad,0.5062179956107896,-0.1866418719291687
43,sex:Female,0.5062179956107896,-0.1866418719291687
44,relationship:Husband,0.5598236775818287,0.09685753285884857
44,relationship:Not-in-family,0.5598236775818287,0.09685753285884857
45,marital-status:Never-married,0.5205167173251883,-0.1257850080728531
45,sex:Female,0.5205167173251883,-0.1257850080728531
46,marital-status:Never-married,0.5032206119162236,-0.20054389536380768
46,occupation:Craft-repair,0.5032206119162236,-0.20054389536380768
47,education:HS-grad,0.5328158080451282,0.185963973402977
47,education:Some-college,0.5328158080451282,0.185963973402977
48,marital-status:Married-civ-spouse,0.5299306868304644,0.17087067663669586
48,relationship:Not-in-family,0.5299306868304644,0.17087067663669586
49,marital-status:Never-married,0.6190476190475589,-0.16417203843593597
49,race:Black,0.6190476190475589,-0.16417203843593597
50,marital-status:Never-married,0.5271493212669286,-0.2848769426345825
50,sex:Female,0.5271493212669286,-0.2848769426345825
51,relationship:Not-in-family,0.5511111111110621,0.07935018092393875
51,relationship:Unmarried,0.5511111111110621,0.07935018092393875
52,marital-status:Never-married,0.5538778311598797,-0.17578507959842682
52,hours-per-week,0.5538778311598797,-0.17578507959842682
53,marital-status:Never-married,0.5078534031413232,-0.1376585215330124
53,sex:Female,0.5078534031413232,-0.1376585215330124
54,sex:Female,0.4145936981757533,-0.02246565744280815
54,relationship:Not-in-family,0.4145936981757533,-0.02246565744280815
55,age,0.4969939879759187,-0.19350314140319824
55,education:HS-grad,0.4969939879759187,-0.19350314140319824
56,marital-status:Married-civ-spouse,0.6682539682539151,0.12314021587371826
56,occupation:Prof-specialty,0.6682539682539151,0.12314021587371826
57,marital-status:Never-married,0.6477079796264306,-0.15358752012252808
57,marital-status:Divorced,0.6477079796264306,-0.15358752012252808
58,marital-status:Never-married,0.678100263852183,-0.19130799174308777
58,sex:Female,0.678100263852183,-0.19130799174308777
59,marital-status:Never-married,0.5705329153604568,-0.313312292098999
59,marital-status:Divorced,0.5705329153604568,-0.313312292098999
60,marital-status:Never-married,0.5130505709624378,-0.18356771767139435
60,occupation:Craft-repair,0.5130505709624378,-0.18356771767139435
61,marital-status:Never-married,0.5367521367520909,-0.2711731791496277
61,occupation:Craft-repair,0.5367521367520909,-0.2711731791496277
62,age,0.5258620689654824,-0.1801912486553192
62,relationship:Not-in-family,0.5258620689654824,-0.1801912486553192
63,marital-status:Never-married,0.46811000585134765,-0.1252872794866562
63,relationship:Husband,0.46811000585134765,-0.1252872794866562
